"Geographic Area Name (NAME)","Year (YEAR)","2017 NAPCS collection code (NAPCS2017)","Meaning of NAPCS collection code (NAPCS2017_LABEL)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Type of operation code (TYPOP_LABEL)","Number of establishments (ESTAB)","Sales, value of shipments, or revenue of NAPCS collection code ($1,000) (NAPCSDOL)","Industry contribution to total NAPCS collection code sales, value of shipments, or revenue (%) (NAICSALL_PCT)","Range indicating percent of total NAPCS collection code sales, value of shipments, or revenue imputed (NAPCSDOL_IMP)","Relative standard error of NAPCS collection code sales, value of shipments, or revenue (%) (NAPCSDOL_S)"
"United States","2017","2036525000","Manufacturing of chemically blown closed cell rubber sponge for construction applications","00","Total for all sectors","All establishments","10","171,883","100.0","30% to less than 40%","6.4"
"United States","2017","2036550000","Manufacturing of loose fiber (blowing and pouring) (shipped as such) and granulated fiber, mineral wool for thermal and acoustical envelope insulation (for insulating homes and commercial and industrial buildings)","00","Total for all sectors","All establishments","42","656,773","100.0","Less than 10%","0.2"
"United States","2017","2036575000","Manufacturing of building batts, blankets, and rolls in thermal resistance (R) values R19 or more, mineral wool for thermal and acoustical envelope insulation (for insulating homes and commercial and industrial buildings)","00","Total for all sectors","All establishments","26","701,158","100.0","Less than 10%","0.1"
"United States","2017","2036600000","Manufacturing of building batts, blankets, and rolls (in thermal resistance (R) values) less than R19, mineral wool for thermal and acoustical envelope insulation (for homes and commercial and industrial buildings)","00","Total for all sectors","All establishments","34","763,521","100.0","Less than 10%","0.1"
"United States","2017","2036625000","Manufacturing of acoustical (wall and ceiling) sold as acoustical insulation, mineral wool for thermal and acoustical envelope insulation (for homes and commercial and industrial buildings)","00","Total for all sectors","All establishments","42","355,834","100.0","Less than 10%","0.4"
"United States","2017","2036650000","Manufacturing of board (including roof insulation) and other mineral wool for thermal and acoustical envelope insulation (for homes and commercial and industrial buildings)","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2036675000","Manufacturing of housewraps","00","Total for all sectors","All establishments","5","40,034","100.0","Less than 10%","0.0"
"United States","2017","2036700000","Manufacturing of double hung wood window units","00","Total for all sectors","All establishments","243","1,657,287","100.0","10% to less than 20%","3.2"
"United States","2017","2036725000","Manufacturing of casement wood window units","00","Total for all sectors","All establishments","192","1,662,589","100.0","Less than 10%","4.4"
"United States","2017","2036750000","Manufacturing of all other wood window units, including horizontal sliding, awning and single hung","00","Total for all sectors","All establishments","156","670,791","100.0","10% to less than 20%","8.0"
"United States","2017","2036775000","Manufacturing of wood sash, excluding sash shipped in window units","00","Total for all sectors","All establishments","100","67,343","100.0","10% to less than 20%","33.7"
"United States","2017","2036800000","Manufacturing of wood window and door frames, including door frames shipped in door units, excluding window frames shipped in window units","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2036825000","Manufacturing of wood panel, flush, and molded face doors, interior and exterior, including doors with glazed sections","00","Total for all sectors","All establishments","367","2,555,912","100.0","10% to less than 20%","4.0"
"United States","2017","2036850000","Manufacturing of other wood doors, including garage, patio, bifold, cabinet, screen, storm, and louver","00","Total for all sectors","All establishments","2,283","2,486,423","100.0","20% to less than 30%","4.6"
"United States","2017","2036875000","Manufacturing of wood moldings","00","Total for all sectors","All establishments","2,423","1,714,870","100.0","30% to less than 40%","5.1"
"United States","2017","2036900000","Manufacturing of plastics doors, partitions, moldings, windows and frames, and decorative trim (excluding foam, hardware, and reinforced plastics)","00","Total for all sectors","All establishments","543","5,819,025","100.0","10% to less than 20%","6.1"
"United States","2017","2036925000","Manufacturing of residential aluminum doors, including garage and closet doors (excluding shower doors, tub enclosures, and storm doors)","00","Total for all sectors","All establishments","107","1,119,288","100.0","10% to less than 20%","7.4"
"United States","2017","2036950000","Manufacturing of residential iron, steel and composite doors (excluding garage doors, shower doors, tub enclosures, and storm doors)","00","Total for all sectors","All establishments","83","1,227,434","100.0","10% to less than 20%","11.4"
"United States","2017","2036975000","Manufacturing of residential iron and steel garage doors","00","Total for all sectors","All establishments","62","1,193,307","100.0","20% to less than 30%","10.1"
"United States","2017","2037000000","Manufacturing of swing and all other commercial, institutional, and industrial aluminum doors (excluding shower doors, tub enclosures, and storm doors)","00","Total for all sectors","All establishments","197","704,038","100.0","20% to less than 30%","15.9"
"United States","2017","2037025000","Manufacturing of overhead and sliding commercial and institutional aluminum doors (excluding shower doors, tub enclosures, and storm doors)","00","Total for all sectors","All establishments","161","1,154,484","100.0","30% to less than 40%","13.1"
"United States","2017","2037050000","Manufacturing of overhead, swing, and all other industrial iron and steel doors (including sliding)","00","Total for all sectors","All establishments","129","650,410","100.0","40% to less than 50%","19.6"
"United States","2017","2037075000","Manufacturing of overhead, sliding, swing, and all other commercial and institutional iron and steel doors (excluding shower doors, tub enclosures, and storm doors)","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2037100000","Manufacturing of aluminum and steel door frames, including trim sold as an integral part of the door frame (excluding storm door frames)","00","Total for all sectors","All establishments","205","484,137","100.0","40% to less than 50%","18.3"
"United States","2017","2037125000","Manufacturing of shower doors and tub enclosures (all metals), and other metal doors not made of aluminum or steel","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2037150000","Manufacturing of all other metal window awning, skylights, sash, and frames, including jalousie, single- and double-hung frames (excluding storm sash)","00","Total for all sectors","All establishments","277","1,913,222","100.0","20% to less than 30%","6.5"
"United States","2017","2037175000","Manufacturing of all other metal molding, trim, store fronts and curtain walls (including combination of metal)","00","Total for all sectors","All establishments","119","544,676","100.0","20% to less than 30%","22.5"
"United States","2017","2037200000","Manufacturing of metal combination screen, storm sash, and storm doors","00","Total for all sectors","All establishments","79","583,669","100.0","40% to less than 50%","20.3"
"United States","2017","2037225000","Manufacturing of metal window and door screens (excluding combination) and metal weather strip","00","Total for all sectors","All establishments","201","788,555","100.0","30% to less than 40%","14.7"
"United States","2017","2037250000","Manufacturing of steel and aluminum sheet metal awnings, canopies, carports, patios, cornices, domes, copings, soffits, fascia, and shutters","00","Total for all sectors","All establishments","503","1,042,571","100.0","20% to less than 30%","5.3"
